timestamp,Open,High,Low,Close,Volume
2025-02-06T15:00:00Z,139850.0,140420.0,139850.0,139990.0,194966
2025-02-09T15:00:00Z,139805.0,139895.0,139330.0,139435.0,250221
2025-02-10T15:00:00Z,140190.0,140490.0,140125.0,140135.0,192175
2025-02-11T15:00:00Z,140285.0,140585.0,140075.0,140245.0,216157
2025-02-12T15:00:00Z,140850.0,141205.0,140460.0,140550.0,195008
2025-02-13T15:00:00Z,141175.0,141755.0,141110.0,141530.0,264106
2025-02-16T15:00:00Z,141865.0,142360.0,141785.0,142300.0,224991
2025-02-17T15:00:00Z,142135.0,142615.0,141925.0,142485.0,230785
2025-02-18T15:00:00Z,142440.0,142485.0,142015.0,142015.0,259311
2025-02-19T15:00:00Z,142015.0,142050.0,141255.0,141255.0,655780
2025-02-20T15:00:00Z,140845.0,141080.0,140545.0,140785.0,463020
2025-02-23T15:00:00Z,138765.0,138775.0,137555.0,138035.0,674409
2025-02-24T15:00:00Z,137445.0,137445.0,135400.0,136000.0,493694
2025-02-25T15:00:00Z,134815.0,135320.0,134615.0,135265.0,559316
2025-02-26T15:00:00Z,135140.0,136355.0,134555.0,136355.0,961685
2025-02-27T15:00:00Z,133215.0,134035.0,132950.0,134035.0,1132645
2025-03-03T15:00:00Z,133085.0,133560.0,132485.0,133535.0,811534
2025-03-04T15:00:00Z,132950.0,133180.0,132305.0,132745.0,492205
2025-03-05T15:00:00Z,132270.0,132420.0,131710.0,132250.0,438449
2025-03-06T15:00:00Z,129920.0,129985.0,129390.0,129540.0,556319
2025-03-09T15:00:00Z,128950.0,130420.0,128685.0,129850.0,350205
2025-03-10T15:00:00Z,125325.0,126380.0,124075.0,126380.0,1093196
2025-03-11T15:00:00Z,125960.0,126100.0,125410.0,125510.0,427560
2025-03-12T15:00:00Z,126900.0,127150.0,125535.0,125700.0,500177
2025-03-13T15:00:00Z,125025.0,126000.0,125000.0,125450.0,347044
2025-03-16T15:00:00Z,126660.0,126660.0,125990.0,126095.0,358826
2025-03-17T15:00:00Z,127340.0,127705.0,126910.0,127705.0,307439
2025-03-18T15:00:00Z,125935.0,126920.0,125865.0,126300.0,359326
2025-03-19T15:00:00Z,128560.0,129270.0,128425.0,128950.0,322124
2025-03-20T15:00:00Z,128510.0,129030.0,128020.0,128090.0,552447
2025-03-23T15:00:00Z,129665.0,130340.0,129615.0,130240.0,482599
2025-03-24T15:00:00Z,131835.0,132085.0,131760.0,131790.0,458433
2025-03-25T15:00:00Z,132575.0,132840.0,132230.0,132265.0,486890
2025-03-26T15:00:00Z,129955.0,130340.0,129835.0,130140.0,502068
2025-03-27T15:00:00Z,129225.0,129425.0,128925.0,129365.0,418103
2025-03-30T15:00:00Z,125080.0,125080.0,124365.0,124845.0,611223
2025-03-31T15:00:00Z,125935.0,126010.0,125415.0,125960.0,571335
