timestamp,Open,High,Low,Close,Volume
2025-10-13T00:00:00Z,405500.0,408500.0,405500.0,408000.0,0
2025-10-13T00:01:00Z,408000.0,409000.0,405500.0,407000.0,62106
2025-10-13T00:02:00Z,406500.0,407000.0,403500.0,405000.0,123483
2025-10-13T00:03:00Z,405000.0,406000.0,403000.0,404500.0,111208
2025-10-13T00:04:00Z,405000.0,409500.0,404500.0,409500.0,34425
2025-10-13T00:05:00Z,409500.0,410500.0,408500.0,409500.0,41876
2025-10-13T00:06:00Z,409500.0,410500.0,408500.0,410000.0,32034
2025-10-13T00:07:00Z,409500.0,411000.0,407000.0,408500.0,79938
2025-10-13T00:08:00Z,408500.0,409000.0,407750.0,408000.0,23598
2025-10-13T00:09:00Z,408500.0,409000.0,407000.0,407500.0,85359
2025-10-13T00:10:00Z,407500.0,408000.0,406500.0,407000.0,18314
2025-10-13T00:11:00Z,407000.0,408000.0,406500.0,407500.0,67070
2025-10-13T00:12:00Z,407250.0,408000.0,407000.0,408000.0,6392
2025-10-13T00:13:00Z,408000.0,409000.0,406500.0,409000.0,73259
2025-10-13T00:14:00Z,409000.0,409500.0,407500.0,409500.0,22349
2025-10-13T00:15:00Z,409500.0,410500.0,407000.0,409000.0,79904
2025-10-13T00:16:00Z,409000.0,410000.0,407500.0,410000.0,40298
2025-10-13T00:17:00Z,410000.0,410500.0,407000.0,408000.0,54960
2025-10-13T00:18:00Z,408000.0,409000.0,407000.0,408500.0,38427
2025-10-13T00:19:00Z,408500.0,410000.0,408000.0,409500.0,19976
2025-10-13T00:20:00Z,410000.0,411000.0,409500.0,410500.0,12597
2025-10-13T00:21:00Z,411000.0,411000.0,409000.0,410500.0,21270
2025-10-13T00:22:00Z,411000.0,412000.0,410500.0,411500.0,16141
2025-10-13T00:23:00Z,411500.0,412000.0,411000.0,411500.0,19810
2025-10-13T00:24:00Z,411500.0,412000.0,411000.0,411500.0,18398
2025-10-13T00:25:00Z,411500.0,412000.0,410000.0,410500.0,33004
2025-10-13T00:26:00Z,410500.0,411000.0,409000.0,410000.0,32764
2025-10-13T00:27:00Z,410000.0,410500.0,409000.0,409500.0,29548
2025-10-13T00:28:00Z,409500.0,410500.0,408500.0,409000.0,55023
2025-10-13T00:29:00Z,409000.0,410500.0,408500.0,410500.0,20990
2025-10-13T00:30:00Z,410000.0,410500.0,409000.0,409500.0,14088
2025-10-13T00:31:00Z,409500.0,409500.0,409000.0,409500.0,4922
2025-10-13T00:32:00Z,409500.0,409500.0,409000.0,409500.0,5032
2025-10-13T00:33:00Z,409500.0,410500.0,409000.0,409500.0,12428
2025-10-13T00:34:00Z,410000.0,410000.0,409500.0,409500.0,4672
2025-10-13T00:35:00Z,410000.0,411500.0,409500.0,411000.0,16246
2025-10-13T00:36:00Z,411500.0,412000.0,411000.0,411000.0,15800
2025-10-13T00:37:00Z,411500.0,411500.0,410000.0,410500.0,18030
2025-10-13T00:38:00Z,410500.0,411500.0,410000.0,411500.0,6422
2025-10-13T00:39:00Z,411500.0,412000.0,409500.0,410000.0,56457
2025-10-13T00:40:00Z,410000.0,410500.0,409500.0,410000.0,8136
2025-10-13T00:41:00Z,410500.0,410500.0,409500.0,410500.0,17266
2025-10-13T00:42:00Z,410500.0,410500.0,410000.0,410000.0,3061
2025-10-13T00:43:00Z,410500.0,411000.0,410000.0,410500.0,6697
2025-10-13T00:44:00Z,410500.0,410500.0,410000.0,410250.0,4359
2025-10-13T00:45:00Z,410000.0,411500.0,410000.0,411000.0,6052
2025-10-13T00:46:00Z,411000.0,412500.0,410500.0,412000.0,13325
2025-10-13T00:47:00Z,412500.0,413000.0,412000.0,413000.0,11058
