timestamp,Open,High,Low,Close,Volume
2025-07-13T15:00:00Z,21365.0,21380.0,21310.0,21375.0,3739290
2025-07-14T15:00:00Z,21510.0,21620.0,21500.0,21585.0,4871933
2025-07-15T15:00:00Z,21475.0,21545.0,21450.0,21475.0,3775288
2025-07-16T15:00:00Z,21565.0,21715.0,21560.0,21715.0,4092122
2025-07-17T15:00:00Z,21820.0,21905.0,21795.0,21880.0,4531089
2025-07-20T15:00:00Z,21835.0,21845.0,21790.0,21800.0,4593643
2025-07-21T15:00:00Z,21730.0,21785.0,21700.0,21760.0,4412014
2025-07-22T15:00:00Z,21740.0,21745.0,21640.0,21715.0,8726323
2025-07-23T15:00:00Z,21765.0,21785.0,21610.0,21655.0,13441650
2025-07-24T15:00:00Z,21760.0,21890.0,21750.0,21865.0,9331140
2025-07-27T15:00:00Z,22010.0,22065.0,21980.0,22065.0,5418736
2025-07-28T15:00:00Z,22105.0,22165.0,22095.0,22140.0,4270056
2025-07-29T15:00:00Z,21985.0,21985.0,21815.0,21900.0,5852798
2025-07-30T15:00:00Z,22115.0,22260.0,22055.0,22120.0,11966570
2025-07-31T15:00:00Z,21925.0,22025.0,21875.0,21970.0,7967182
2025-08-03T15:00:00Z,21525.0,21540.0,21460.0,21510.0,10119590
2025-08-04T15:00:00Z,21760.0,21875.0,21725.0,21850.0,9333544
2025-08-05T15:00:00Z,21660.0,21830.0,21650.0,21805.0,8606133
2025-08-06T15:00:00Z,21845.0,21910.0,21775.0,21810.0,9282466
2025-08-07T15:00:00Z,21785.0,21915.0,21760.0,21885.0,6405788
2025-08-10T15:00:00Z,22010.0,22075.0,22005.0,22040.0,7184791
2025-08-11T15:00:00Z,22015.0,22050.0,21960.0,22020.0,15276150
2025-08-12T15:00:00Z,22135.0,22175.0,22090.0,22090.0,7987257
2025-08-13T15:00:00Z,22125.0,22215.0,22105.0,22145.0,12867820
2025-08-17T15:00:00Z,22285.0,22295.0,22160.0,22160.0,4586333
2025-08-18T15:00:00Z,22225.0,22245.0,22185.0,22220.0,5849446
2025-08-19T15:00:00Z,22170.0,22235.0,22145.0,22195.0,7574695
2025-08-20T15:00:00Z,22180.0,22220.0,22150.0,22205.0,6709397
2025-08-21T15:00:00Z,22180.0,22190.0,21995.0,22010.0,8380467
2025-08-24T15:00:00Z,22245.0,22295.0,22215.0,22225.0,5130011
2025-08-25T15:00:00Z,22245.0,22315.0,22120.0,22290.0,9265349
2025-08-26T15:00:00Z,22385.0,22445.0,22385.0,22420.0,3949846
2025-08-27T15:00:00Z,22365.0,22365.0,22290.0,22315.0,5877311
2025-08-28T15:00:00Z,22330.0,22435.0,22325.0,22430.0,3276660
